set,row,w1,w2,w3,w4
4,558,0.180698,0.180025,0.297412,0.341866,
4,559,0.195845,0.297718,0.270751,0.235686,
4,560,0.217461,0.266422,0.274772,0.241344,
4,561,0.178345,0.205186,0.284382,0.332087,
4,562,0.208734,0.180402,0.311451,0.299413,
4,563,0.203664,0.187413,0.280823,0.328100,
4,564,0.244004,0.140145,0.298007,0.317843,
4,565,0.210200,0.197053,0.287192,0.305555,
4,566,0.284113,0.167838,0.212531,0.335518,
4,567,0.262179,0.128761,0.277218,0.331842,
4,568,0.176666,0.252925,0.320595,0.249814,
4,569,0.180913,0.223719,0.335094,0.260274,
4,570,0.165161,0.270182,0.297918,0.266739,
4,571,0.237281,0.152255,0.339203,0.271260,
4,572,0.198620,0.219584,0.355340,0.226456,
4,573,0.399395,0.091463,0.287320,0.221822,
4,574,0.142003,0.274809,0.313273,0.269915,
4,575,0.176576,0.206061,0.328464,0.288899,
4,576,0.291222,0.128314,0.227695,0.352769,
4,577,0.253345,0.146548,0.314021,0.286087,
4,578,0.165204,0.243141,0.345572,0.246083,
4,579,0.284960,0.132343,0.293158,0.289539,
4,580,0.164640,0.377958,0.250362,0.207040,
4,581,0.159163,0.268239,0.314580,0.258018,
4,582,0.231177,0.193667,0.312318,0.262839,
4,583,0.265752,0.226411,0.253675,0.254162,
4,584,0.309976,0.172870,0.214951,0.302203,
4,585,0.266217,0.189752,0.204498,0.339534,
4,586,0.264528,0.127880,0.267051,0.340541,
4,587,0.194021,0.244502,0.311828,0.249649,
4,588,0.145557,0.299230,0.305066,0.250147,
4,589,0.243148,0.223749,0.259592,0.273511,
4,590,0.222521,0.223567,0.333465,0.220446,
4,591,0.188027,0.203825,0.269181,0.338967,
4,592,0.219045,0.181663,0.327476,0.271816,
4,593,0.218641,0.255734,0.278933,0.246692,
4,594,0.227673,0.106792,0.344928,0.320608,
4,595,0.252818,0.191491,0.282011,0.273680,
4,596,0.175370,0.152651,0.302186,0.369792,
4,597,0.200442,0.206170,0.313570,0.279817,
4,598,0.252787,0.170213,0.279806,0.297194,
4,599,0.205566,0.229532,0.293356,0.271546,
4,600,0.171596,0.169338,0.256508,0.402558,
4,601,0.172803,0.282662,0.276329,0.268206,
4,602,0.184772,0.207520,0.323592,0.284116,
4,603,0.133928,0.261590,0.270944,0.333539,
4,604,0.269441,0.094056,0.332592,0.303911,
4,605,0.217842,0.208420,0.254559,0.319180,
4,606,0.233884,0.154090,0.314858,0.297168,
4,607,0.198454,0.133229,0.266935,0.401381,
4,608,0.188636,0.213845,0.328189,0.269330,
4,609,0.198347,0.172735,0.333149,0.295768,
4,610,0.288203,0.181786,0.241781,0.288230,
4,611,0.157791,0.249248,0.322528,0.270433,
4,612,0.203020,0.170992,0.333460,0.292528,
4,613,0.171652,0.203080,0.330506,0.294762,
4,614,0.188845,0.206093,0.338681,0.266381,
4,615,0.195826,0.199155,0.329325,0.275694,
4,616,0.221142,0.174700,0.270610,0.333548,
4,617,0.197440,0.178955,0.327531,0.296073,
4,618,0.240999,0.178976,0.268636,0.311389,
4,619,0.167928,0.260588,0.302167,0.269316,
4,620,0.157878,0.240423,0.308772,0.292926,
4,621,0.163428,0.316920,0.250685,0.268967,
4,622,0.270778,0.179656,0.291604,0.257962,
4,623,0.192667,0.181018,0.303105,0.323210,
4,624,0.209293,0.154592,0.309049,0.327065,
4,625,0.293896,0.123231,0.320253,0.262619,
4,626,0.272078,0.154429,0.251788,0.321705,
4,627,0.352105,0.102029,0.262364,0.283502,
4,628,0.271064,0.199364,0.284581,0.244991,
4,629,0.187740,0.287775,0.261206,0.263280,
4,630,0.180365,0.231653,0.317307,0.270676,
4,631,0.332866,0.114307,0.284687,0.268140,
4,632,0.291110,0.106235,0.218384,0.384271,
4,633,0.201566,0.179209,0.278187,0.341038,
4,634,0.185843,0.218728,0.328186,0.267243,
4,635,0.193868,0.187459,0.305778,0.312895,
4,636,0.208555,0.195697,0.307481,0.288268,
4,637,0.184010,0.244363,0.307462,0.264165,
4,638,0.276065,0.103817,0.207500,0.412618,
4,639,0.276679,0.188097,0.247957,0.287267,
4,640,0.220870,0.196806,0.308075,0.274250,
4,641,0.147221,0.202455,0.330483,0.319841,
4,642,0.193821,0.211703,0.354441,0.240035,
4,643,0.245653,0.202271,0.234516,0.317560,
4,644,0.227869,0.196023,0.345973,0.230135,
4,645,0.206449,0.241456,0.296144,0.255951,
4,646,0.197337,0.184442,0.322931,0.295291,
4,647,0.210735,0.170427,0.270559,0.348279,
4,648,0.180866,0.136493,0.384663,0.297978,
4,649,0.239163,0.144719,0.375407,0.240712,
4,650,0.241066,0.126011,0.361783,0.271140,
4,651,0.236618,0.192243,0.323703,0.247436,
4,652,0.268101,0.175006,0.261064,0.295829,
4,653,0.311083,0.134420,0.297537,0.256960,
4,654,0.199367,0.165343,0.327441,0.307849,
4,655,0.181198,0.216018,0.321367,0.281417,
4,656,0.206293,0.202083,0.313911,0.277713,
4,657,0.199502,0.197608,0.314788,0.288102,
4,658,0.280898,0.117105,0.333200,0.268797,
4,659,0.213098,0.193399,0.288906,0.304597,
4,660,0.224116,0.223734,0.293708,0.258442,
4,661,0.235669,0.187529,0.284046,0.292756,
4,662,0.206594,0.177290,0.274747,0.341369,
4,663,0.177349,0.246846,0.279652,0.296154,
4,664,0.214148,0.174063,0.274686,0.337103,
4,665,0.246263,0.214851,0.280365,0.258520,
4,666,0.177591,0.236861,0.358804,0.226745,
4,667,0.268992,0.172861,0.265329,0.292817,
4,668,0.164964,0.219240,0.290014,0.325782,
4,669,0.231169,0.183142,0.277900,0.307789,
4,670,0.227444,0.193572,0.304428,0.274556,
4,671,0.231506,0.182339,0.296769,0.289386,
4,672,0.285676,0.190817,0.329996,0.193511,
4,673,0.179496,0.287158,0.258037,0.275309,
4,674,0.199212,0.241754,0.257637,0.301398,
4,675,0.234893,0.150267,0.271615,0.343224,
4,676,0.217481,0.154796,0.342974,0.284750,
4,677,0.157313,0.257399,0.302056,0.283232,
4,678,0.287429,0.135486,0.267424,0.309660,
4,679,0.170924,0.222101,0.308344,0.298631,
4,680,0.207611,0.189929,0.314157,0.288303,
4,681,0.244937,0.205839,0.315620,0.233604,
4,682,0.161133,0.291738,0.279693,0.267437,
4,683,0.215276,0.172659,0.236465,0.375600,
4,684,0.249700,0.163479,0.316676,0.270146,
4,685,0.180923,0.166561,0.337877,0.314638,
4,686,0.252230,0.101225,0.253068,0.393477,
4,687,0.254510,0.164305,0.326005,0.255180,
4,688,0.191024,0.219006,0.338665,0.251305,
4,689,0.223973,0.178033,0.216511,0.381483,
4,690,0.222653,0.121596,0.348562,0.307189,
4,691,0.253723,0.196763,0.269054,0.280461,
4,692,0.160751,0.117398,0.334021,0.387830,
4,693,0.169784,0.275385,0.282779,0.272052,
4,694,0.164957,0.239960,0.299048,0.296035,
4,695,0.196401,0.201912,0.265239,0.336447,
4,696,0.180116,0.205122,0.311369,0.303394,
4,697,0.275098,0.157148,0.248068,0.319686,
4,698,0.277919,0.119727,0.282600,0.319753,
4,699,0.176351,0.273630,0.284349,0.265670,
4,700,0.257841,0.153041,0.253255,0.335864,
4,701,0.155667,0.268050,0.299055,0.277228,
4,702,0.226619,0.247287,0.300306,0.225788,
4,703,0.283190,0.122886,0.251505,0.342419,
4,704,0.195864,0.240652,0.290892,0.272592,
4,705,0.200886,0.199390,0.293275,0.306449,
4,706,0.311236,0.153009,0.219779,0.315977,
4,707,0.286081,0.150156,0.260385,0.303378,
4,708,0.203168,0.168822,0.304637,0.323373,
4,709,0.230411,0.188734,0.271453,0.309403,
4,710,0.297376,0.143306,0.272066,0.287252,
4,711,0.184536,0.282703,0.283058,0.249703,
4,712,0.242229,0.177020,0.304941,0.275811,
4,713,0.263395,0.232960,0.275793,0.227852,
4,714,0.144936,0.270346,0.282904,0.301814,
4,715,0.191928,0.195745,0.284165,0.328162,
4,716,0.203207,0.275420,0.248676,0.272697,
4,717,0.176375,0.261658,0.289629,0.272339,
4,718,0.188366,0.196317,0.282663,0.332654,
4,719,0.190608,0.191582,0.266449,0.351360,
4,720,0.184966,0.237382,0.329867,0.247784,
4,721,0.288353,0.119731,0.311061,0.280855,
4,722,0.182384,0.267297,0.327062,0.223256,
4,723,0.185372,0.188152,0.251064,0.375412,
4,724,0.234346,0.196771,0.300856,0.268026,
4,725,0.198043,0.258937,0.328208,0.214812,
4,726,0.259132,0.217802,0.270955,0.252111,
4,727,0.243059,0.232591,0.282993,0.241357,
4,728,0.185963,0.226677,0.310652,0.276708,
4,729,0.198881,0.149256,0.318445,0.333418,
4,730,0.177368,0.179765,0.372386,0.270481,
4,731,0.188842,0.207053,0.301966,0.302139,
4,732,0.173235,0.237511,0.341768,0.247486,
4,733,0.255830,0.184067,0.254881,0.305222,
4,734,0.202588,0.197789,0.341565,0.258058,
4,735,0.186970,0.305301,0.260355,0.247374,
4,736,0.307784,0.174211,0.253881,0.264125,
4,737,0.172948,0.217333,0.354862,0.254857,
4,738,0.151449,0.182605,0.327301,0.338645,
4,739,0.210056,0.207020,0.298470,0.284454,
4,740,0.339103,0.129678,0.239198,0.292021,
4,741,0.189583,0.221741,0.286838,0.301838,
4,742,0.282581,0.121265,0.275411,0.320743,
4,743,0.203298,0.216189,0.284374,0.296139,
4,744,0.176007,0.265271,0.352269,0.206453,
4,745,0.216911,0.123379,0.352578,0.307132,
4,746,0.200913,0.209909,0.247052,0.342126,
4,747,0.179504,0.198464,0.360701,0.261331,
4,748,0.245789,0.190178,0.291639,0.272395,
4,749,0.230633,0.216160,0.334814,0.218393,
4,750,0.316101,0.112188,0.267159,0.304551,
4,751,0.221268,0.226899,0.215505,0.336328,
4,752,0.185759,0.198793,0.287970,0.327478,
4,753,0.269172,0.113992,0.280536,0.336301,
4,754,0.188183,0.215064,0.293099,0.303655,
4,755,0.196438,0.210532,0.290792,0.302237,
4,756,0.369687,0.121250,0.246376,0.262687,
4,757,0.199409,0.197787,0.297091,0.305714,
4,758,0.183171,0.255665,0.303655,0.257509,
4,759,0.264726,0.132547,0.253231,0.349496,
4,760,0.191260,0.181282,0.319072,0.308386,
4,761,0.161711,0.206605,0.336394,0.295290,
4,762,0.247069,0.212059,0.258667,0.282205,
4,763,0.270870,0.147267,0.273675,0.308188,
4,764,0.254875,0.151751,0.253117,0.340258,
4,765,0.184794,0.158392,0.295797,0.361017,
4,766,0.240769,0.238452,0.246780,0.274000,
4,767,0.163781,0.190398,0.284180,0.361641,
4,768,0.235257,0.147886,0.275126,0.341732,
4,769,0.214167,0.166095,0.323866,0.295873,
4,770,0.275628,0.206414,0.231901,0.286057,
4,771,0.209024,0.175315,0.348955,0.266706,
4,772,0.167673,0.270243,0.300330,0.261754,
4,773,0.268002,0.115870,0.296881,0.319248,
4,774,0.206535,0.184174,0.267145,0.342146,
4,775,0.208919,0.117049,0.394207,0.279825,
4,776,0.166184,0.245850,0.327919,0.260047,
4,777,0.256774,0.157375,0.313840,0.272010,
4,778,0.139844,0.254496,0.314640,0.291020,
4,779,0.204749,0.186633,0.338899,0.269718,
4,780,0.163419,0.277518,0.336176,0.222886,
4,781,0.226010,0.197218,0.298822,0.277950,
4,782,0.215547,0.231272,0.301559,0.251621,
4,783,0.251459,0.160984,0.267084,0.320473,
4,784,0.192281,0.239075,0.306486,0.262158,
4,785,0.281565,0.159716,0.269823,0.288896,
4,786,0.203972,0.137402,0.293787,0.364840,
4,787,0.194726,0.166012,0.328863,0.310399,
4,788,0.268105,0.195959,0.283908,0.252029,
4,789,0.175088,0.214545,0.317710,0.292658,
4,790,0.214758,0.202879,0.269649,0.312714,
4,791,0.244450,0.228242,0.271354,0.255953,
4,792,0.302486,0.214226,0.239047,0.244240,
4,793,0.177380,0.139567,0.280097,0.402956,
4,794,0.200536,0.187782,0.238728,0.372954,
4,795,0.274038,0.196178,0.262938,0.266847,
4,796,0.200747,0.166576,0.272600,0.360077,
4,797,0.226937,0.136069,0.223086,0.413908,
4,798,0.299285,0.160522,0.234651,0.305542,
4,799,0.184579,0.134458,0.281427,0.399537,
4,800,0.236855,0.220434,0.287779,0.254933,
4,801,0.216355,0.184547,0.261511,0.337587,
4,802,0.264782,0.142135,0.327236,0.265848,
4,803,0.233722,0.238791,0.238291,0.289196,
4,804,0.220623,0.159573,0.272232,0.347572,
4,805,0.173675,0.155282,0.319050,0.351993,
4,806,0.226055,0.187408,0.231524,0.355013,
4,807,0.224753,0.195400,0.230335,0.349511,
4,808,0.238120,0.195893,0.262368,0.303618,
4,809,0.199371,0.121979,0.374822,0.303828,
4,810,0.165799,0.275022,0.303791,0.255387,
4,811,0.216992,0.232595,0.300604,0.249809,
4,812,0.195167,0.160928,0.285707,0.358198,
4,813,0.196342,0.221243,0.288672,0.293743,
4,814,0.207340,0.192882,0.288576,0.311202,
4,815,0.195578,0.223818,0.321621,0.258984,
4,816,0.153790,0.170793,0.402823,0.272595,
4,817,0.174151,0.175315,0.289526,0.361008,
4,818,0.221859,0.237988,0.286264,0.253889,
4,819,0.206079,0.189236,0.259106,0.345578,
4,820,0.283955,0.175127,0.254581,0.286337,
4,821,0.352602,0.111648,0.238750,0.296999,
4,822,0.288779,0.220069,0.271910,0.219243,
4,823,0.196251,0.207153,0.307742,0.288855,
4,824,0.211142,0.250421,0.296411,0.242025,
4,825,0.219372,0.195610,0.279690,0.305327,
4,826,0.180325,0.242391,0.303820,0.273463,
4,827,0.181463,0.283845,0.289439,0.245253,
4,828,0.184119,0.223608,0.296767,0.295506,
4,829,0.173669,0.219252,0.373119,0.233960,
4,830,0.228342,0.219237,0.295366,0.257055,
4,831,0.165604,0.244074,0.314259,0.276063,
4,832,0.161161,0.219942,0.349400,0.269497,
4,833,0.201449,0.242020,0.286577,0.269953,
4,834,0.218235,0.215179,0.310306,0.256281,
4,835,0.180475,0.243684,0.285002,0.290839,
4,836,0.220983,0.162927,0.351398,0.264692,
4,837,0.289838,0.186563,0.293281,0.230319,
4,838,0.232582,0.161878,0.289417,0.316123,
4,839,0.206985,0.205633,0.312491,0.274892,
4,840,0.186200,0.257143,0.277133,0.279524,
4,841,0.159117,0.191131,0.353360,0.296391,
4,842,0.208267,0.166394,0.282271,0.343068,
4,843,0.233898,0.186990,0.278748,0.300364,
4,844,0.274554,0.116914,0.285308,0.323223,
4,845,0.200530,0.181520,0.353946,0.264004,
4,846,0.232447,0.192714,0.295533,0.279306,
4,847,0.181861,0.260152,0.323460,0.234527,
4,848,0.209039,0.222520,0.313319,0.255122,
4,849,0.160892,0.255588,0.335701,0.247819,
4,850,0.234675,0.193782,0.296850,0.274692,
4,851,0.229947,0.146043,0.280617,0.343393,
4,852,0.211483,0.194224,0.271897,0.322396,
4,853,0.200189,0.188223,0.255247,0.356341,
4,854,0.151804,0.258937,0.294020,0.295238,
4,855,0.248609,0.154179,0.274493,0.322719,
4,856,0.169067,0.194684,0.315424,0.320825,
4,857,0.201392,0.219804,0.268585,0.310220,
4,858,0.194461,0.152588,0.297804,0.355147,
4,859,0.161269,0.210738,0.304928,0.323065,
4,860,0.269632,0.189277,0.229601,0.311490,
4,861,0.192480,0.229613,0.305537,0.272371,
4,862,0.218596,0.096858,0.286948,0.397598,
4,863,0.209246,0.207241,0.329058,0.254455,
4,864,0.229541,0.197545,0.313314,0.259600,
4,865,0.219941,0.202409,0.311253,0.266396,
4,866,0.281980,0.108639,0.326468,0.282914,
4,867,0.224608,0.198159,0.306483,0.270749,
4,868,0.179971,0.218148,0.247020,0.354861,
4,869,0.188966,0.253138,0.298729,0.259167,
4,870,0.255133,0.114746,0.300733,0.329388,
4,871,0.204260,0.229000,0.302349,0.264391,
4,872,0.270612,0.229045,0.258129,0.242214,
4,873,0.227270,0.195051,0.301730,0.275949,
4,874,0.254017,0.117626,0.314082,0.314275,
4,875,0.243251,0.206265,0.270863,0.279621,
4,876,0.208689,0.200710,0.298835,0.291766,
4,877,0.351721,0.112722,0.270350,0.265207,
4,878,0.281979,0.124472,0.256271,0.337278,
4,879,0.209673,0.213463,0.323321,0.253543,
4,880,0.154666,0.283693,0.299703,0.261939,
4,881,0.173665,0.227966,0.269213,0.329157,
4,882,0.249214,0.236115,0.247473,0.267198,
4,883,0.283323,0.121487,0.283528,0.311662,
4,884,0.217552,0.210764,0.257037,0.314647,
4,885,0.222482,0.239179,0.308670,0.229669,
4,886,0.162151,0.240130,0.356930,0.240789,
4,887,0.170323,0.186588,0.291639,0.351450,
4,888,0.198102,0.119956,0.431569,0.250373,
4,889,0.254007,0.180658,0.312899,0.252436,
4,890,0.185834,0.284911,0.300637,0.228619,
4,891,0.330984,0.207718,0.209031,0.252267,
4,892,0.203084,0.225225,0.231024,0.340668,
4,893,0.190900,0.219306,0.336902,0.252892,
4,894,0.223136,0.160248,0.271823,0.344792,
4,895,0.315687,0.136268,0.282536,0.265509,
4,896,0.197674,0.155299,0.305845,0.341182,
4,897,0.235180,0.194664,0.285958,0.284198,
4,898,0.369797,0.123361,0.239143,0.267699,
4,899,0.323495,0.156557,0.239146,0.280803,
4,900,0.242985,0.205848,0.284252,0.266915,
4,901,0.181624,0.229378,0.313214,0.275783,
4,902,0.261917,0.159799,0.245441,0.332843,
4,903,0.208183,0.210360,0.313983,0.267474,
4,904,0.282239,0.171697,0.255046,0.291018,
4,905,0.227293,0.175679,0.258084,0.338944,
4,906,0.216864,0.223221,0.314917,0.244997,
4,907,0.181197,0.159320,0.359413,0.300070,
4,908,0.220428,0.180144,0.321678,0.277750,
4,909,0.212842,0.196794,0.249885,0.340479,
4,910,0.239199,0.221633,0.282379,0.256789,
4,911,0.290235,0.228234,0.273156,0.208375,
4,912,0.208355,0.199665,0.263541,0.328439,
4,913,0.225316,0.203200,0.269125,0.302359,
4,914,0.241295,0.150368,0.299783,0.308553,
4,915,0.229816,0.294455,0.220915,0.254814,
4,916,0.201523,0.190455,0.345620,0.262402,
4,917,0.267010,0.163320,0.241595,0.328075,
4,918,0.161153,0.227659,0.287710,0.323477,
4,919,0.196073,0.258057,0.295411,0.250458,
4,920,0.220035,0.129453,0.355516,0.294996,
4,921,0.220348,0.212816,0.225614,0.341221,
4,922,0.229367,0.131962,0.332500,0.306170,
4,923,0.214830,0.193443,0.226771,0.364956,
4,924,0.176799,0.263982,0.299284,0.259935,
4,925,0.171826,0.237965,0.277704,0.312506,
4,926,0.220834,0.230123,0.261144,0.287899,
4,927,0.157726,0.294854,0.332942,0.214477,
4,928,0.230800,0.197650,0.294522,0.277027,
4,929,0.187211,0.259858,0.305438,0.247494,
4,930,0.207992,0.190156,0.316550,0.285302,
4,931,0.211868,0.186952,0.258765,0.342416,
4,932,0.214276,0.251371,0.260043,0.274309,
4,933,0.221787,0.207246,0.255021,0.315945,
4,934,0.253297,0.107803,0.248555,0.390345,
4,935,0.187110,0.243871,0.289973,0.279046,
4,936,0.188826,0.168670,0.377360,0.265145,
4,937,0.213996,0.171155,0.272811,0.342038,
4,938,0.175978,0.099315,0.458148,0.266559,
4,939,0.175168,0.238933,0.269677,0.316222,
4,940,0.221817,0.216958,0.260268,0.300958,
4,941,0.236108,0.135018,0.244232,0.384643,
4,942,0.210071,0.217102,0.300233,0.272594,
4,943,0.182913,0.164765,0.307753,0.344569,
4,944,0.135299,0.126990,0.309888,0.427824,
4,945,0.181627,0.259042,0.300363,0.258968,
4,946,0.155324,0.241469,0.349619,0.253588,
4,947,0.221909,0.147899,0.356357,0.273836,
4,948,0.249331,0.088307,0.254033,0.408329,
4,949,0.253045,0.215118,0.251193,0.280644,
4,950,0.149249,0.288097,0.330782,0.231871,
4,951,0.194846,0.214257,0.283846,0.307051,
4,952,0.175083,0.211222,0.325630,0.288065,
4,953,0.157205,0.222377,0.299552,0.320866,
4,954,0.185217,0.239486,0.371566,0.203732,
4,955,0.166933,0.293784,0.266638,0.272646,
4,956,0.225882,0.211611,0.304940,0.257568,
4,957,0.179067,0.191225,0.262354,0.367353,
4,958,0.240471,0.193263,0.278900,0.287366,
4,959,0.194665,0.219457,0.314905,0.270972,
4,960,0.198207,0.166950,0.261203,0.373640,
4,961,0.212078,0.213124,0.258726,0.316071,
4,962,0.220727,0.162595,0.339056,0.277622,
4,963,0.191281,0.185973,0.303956,0.318789,
4,964,0.251145,0.198861,0.288327,0.261667,
4,965,0.149321,0.188493,0.248305,0.413880,
4,966,0.228419,0.198366,0.257875,0.315340,
4,967,0.210528,0.121376,0.299542,0.368554,
4,968,0.223313,0.199335,0.287831,0.289521,
4,969,0.173064,0.251427,0.285830,0.289679,
4,970,0.218972,0.177185,0.348516,0.255326,
4,971,0.195217,0.267536,0.329422,0.207825,
4,972,0.272375,0.162217,0.320091,0.245318,
4,973,0.204834,0.298384,0.261585,0.235196,
4,974,0.163161,0.259279,0.302833,0.274727,
4,975,0.236967,0.142176,0.250724,0.370132,
4,976,0.277323,0.235099,0.258235,0.229342,
4,977,0.221550,0.182428,0.281215,0.314807,
4,978,0.288770,0.176685,0.260427,0.274118,
4,979,0.218253,0.221458,0.233401,0.326887,
4,980,0.220924,0.170921,0.299225,0.308929,
4,981,0.139538,0.255138,0.329617,0.275706,
4,982,0.195748,0.173280,0.289358,0.341614,
4,983,0.243753,0.184706,0.297387,0.274155,
4,984,0.203456,0.196734,0.312353,0.287456,
4,985,0.180862,0.189826,0.356577,0.272735,
4,986,0.145032,0.256873,0.304053,0.294043,
4,987,0.175750,0.242202,0.327852,0.254196,
4,988,0.213389,0.183195,0.317130,0.286285,
4,989,0.172363,0.239069,0.272510,0.316058,
4,990,0.214302,0.134914,0.314221,0.336564,
4,991,0.202037,0.151922,0.314741,0.331300,
4,992,0.215712,0.226884,0.301981,0.255423,
4,993,0.178071,0.240349,0.293255,0.288325,
4,994,0.186928,0.121098,0.422970,0.269004,
4,995,0.220352,0.182602,0.319522,0.277524,
4,996,0.159424,0.200856,0.385039,0.254681,
4,997,0.164545,0.317621,0.245333,0.272500,
4,998,0.285572,0.167650,0.267466,0.279313,
4,999,0.219840,0.214064,0.293692,0.272405,
4,1000,0.264063,0.209207,0.269322,0.257408,
4,1001,0.310085,0.160862,0.249678,0.279375,
4,1002,0.216880,0.161697,0.259139,0.362284,
4,1003,0.266985,0.147105,0.320689,0.265222,
4,1004,0.182606,0.234907,0.297233,0.285254,
4,1005,0.166042,0.265805,0.301390,0.266764,
4,1006,0.186891,0.270354,0.314156,0.228599,
4,1007,0.218008,0.180444,0.268301,0.333247,
4,1008,0.187332,0.200656,0.278907,0.333105,
4,1009,0.237309,0.202769,0.317047,0.242874,
4,1010,0.249395,0.180331,0.273802,0.296472,
4,1011,0.173388,0.151471,0.349652,0.325489,
4,1012,0.247634,0.131233,0.296286,0.324846,
4,1013,0.187437,0.265366,0.262422,0.284776,
4,1014,0.231141,0.174655,0.328509,0.265695,
4,1015,0.199148,0.225806,0.260395,0.314650,
4,1016,0.211569,0.176577,0.278387,0.333466,
4,1017,0.278514,0.187111,0.249808,0.284567,
4,1018,0.225557,0.172392,0.348773,0.253277,
4,1019,0.288468,0.109551,0.288866,0.313116,
4,1020,0.258613,0.157492,0.286302,0.297593,
4,1021,0.215456,0.165407,0.288006,0.331130,
4,1022,0.203869,0.230488,0.341237,0.224406,
4,1023,0.248112,0.161347,0.265807,0.324734,
4,1024,0.212014,0.224012,0.272616,0.291358,
4,1025,0.219873,0.165566,0.335221,0.279340,
4,1026,0.192924,0.204597,0.244802,0.357677,
4,1027,0.192745,0.250976,0.291904,0.264375,
4,1028,0.216038,0.143494,0.338210,0.302258,
4,1029,0.302882,0.140606,0.268351,0.288161,
4,1030,0.230630,0.201437,0.253716,0.314217,
4,1031,0.292172,0.160172,0.290847,0.256808,
4,1032,0.187574,0.270148,0.288817,0.253462,
4,1033,0.273794,0.134766,0.253786,0.337654,
4,1034,0.283147,0.200222,0.261119,0.255512,
4,1035,0.224824,0.212208,0.291536,0.271431,
4,1036,0.238191,0.196616,0.292835,0.272358,
4,1037,0.248528,0.151037,0.202590,0.397845,
4,1038,0.194896,0.277928,0.303232,0.223945,
4,1039,0.265033,0.144818,0.267014,0.323136,
4,1040,0.186344,0.245865,0.272461,0.295330,
4,1041,0.261755,0.201722,0.235024,0.301499,
4,1042,0.219997,0.168350,0.324483,0.287170,
4,1043,0.200714,0.163622,0.383015,0.252649,
4,1044,0.215565,0.250053,0.270175,0.264207,
4,1045,0.223708,0.132876,0.304924,0.338493,
4,1046,0.225849,0.159279,0.350894,0.263978,
4,1047,0.200022,0.207901,0.249052,0.343025,
4,1048,0.228835,0.214209,0.279358,0.277598,
4,1049,0.214624,0.247440,0.244165,0.293772,
4,1050,0.284471,0.137559,0.219833,0.358137,
4,1051,0.193031,0.202977,0.308562,0.295430,
4,1052,0.164483,0.322623,0.260415,0.252479,
4,1053,0.181644,0.211980,0.316524,0.289852,
4,1054,0.196084,0.343099,0.256436,0.204381,
4,1055,0.211509,0.119615,0.403172,0.265704,
4,1056,0.219349,0.125972,0.340198,0.314481,
4,1057,0.241162,0.173802,0.306903,0.278133,
4,1058,0.246153,0.191703,0.214703,0.347441,
4,1059,0.255849,0.191524,0.283740,0.268887,
4,1060,0.205795,0.161708,0.263282,0.369215,
4,1061,0.219835,0.234458,0.276510,0.269197,
4,1062,0.235618,0.187281,0.313900,0.263201,
4,1063,0.197391,0.243407,0.314167,0.245035,
4,1064,0.216044,0.190386,0.321180,0.272390,
4,1065,0.246812,0.168280,0.315768,0.269140,
4,1066,0.203377,0.139588,0.281684,0.375351,
4,1067,0.203658,0.220534,0.283877,0.291931,
4,1068,0.199952,0.214651,0.312272,0.273125,
4,1069,0.191811,0.189835,0.315474,0.302880,
4,1070,0.273845,0.160096,0.258962,0.307096,
4,1071,0.193220,0.193751,0.280008,0.333021,
4,1072,0.187020,0.190374,0.323254,0.299352,
4,1073,0.210203,0.261981,0.269283,0.258533,
4,1074,0.207841,0.228538,0.295919,0.267702,
4,1075,0.212334,0.125894,0.348748,0.313024,
4,1076,0.188936,0.188205,0.292888,0.329971,
4,1077,0.280190,0.199440,0.284874,0.235496,
4,1078,0.284824,0.158829,0.262739,0.293608,
4,1079,0.231028,0.148380,0.242183,0.378409,
4,1080,0.260184,0.123085,0.295529,0.321202,
4,1081,0.184216,0.180548,0.318032,0.317203,
4,1082,0.190104,0.216846,0.281347,0.311703,
4,1083,0.258890,0.171095,0.246821,0.323195,
4,1084,0.243925,0.199876,0.269523,0.286677,
4,1085,0.207817,0.156403,0.343906,0.291875,
4,1086,0.192300,0.245681,0.316275,0.245745,
4,1087,0.228150,0.208480,0.247866,0.315504,
4,1088,0.208194,0.166183,0.337981,0.287643,
4,1089,0.191574,0.121993,0.284731,0.401701,
4,1090,0.205739,0.210929,0.261827,0.321505,
4,1091,0.274257,0.114412,0.273027,0.338304,
4,1092,0.280205,0.144352,0.206049,0.369394,
4,1093,0.201841,0.159582,0.275195,0.363383,
4,1094,0.242085,0.185433,0.278429,0.294053,
4,1095,0.251728,0.171184,0.267243,0.309845,
4,1096,0.208558,0.173027,0.298565,0.319850,
4,1097,0.244189,0.160073,0.242829,0.352910,
4,1098,0.256115,0.175664,0.287076,0.281145,
4,1099,0.231460,0.109756,0.252785,0.405999,
4,1100,0.184924,0.245605,0.319733,0.249739,
4,1101,0.191214,0.197580,0.340727,0.270478,
4,1102,0.295683,0.144712,0.199486,0.360119,
4,1103,0.258012,0.126079,0.299990,0.315918,
4,1104,0.238602,0.204026,0.283515,0.273857,
4,1105,0.176955,0.127869,0.368128,0.327048,
4,1106,0.239108,0.187104,0.309951,0.263837,
4,1107,0.208501,0.175410,0.257909,0.358180,
4,1108,0.158005,0.301100,0.282551,0.258344,
4,1109,0.187186,0.237090,0.340256,0.235469,
4,1110,0.182548,0.193266,0.254194,0.369992,
4,1111,0.178660,0.223334,0.307945,0.290061,
